Count,Filename_0,Time_0,FrameDisp_(mm),Load_(N)
1,ENF-06_0001.png,4.1,-0,0
2,ENF-06_0002.png,4.6,0.00316402777489877,0.175615725599999
3,ENF-06_0003.png,5.1,0.00452259337315475,0.0293137698000008
4,ENF-06_0004.png,5.6,0.00135719053186989,0.0731732190000001
5,ENF-06_0005.png,6.1,0.0027130059973377,0.131711794199999
6,ENF-06_0006.png,6.6,0.00587978390502109,0.0146791259999999
7,ENF-06_0007.png,7.1,0.00407157159559723,0.0585830574000008
8,ENF-06_0008.png,7.6,0.00407019652920404,0.0585385752000001
9,ENF-06_0009.png,8.1,0.00271300599733415,0.0146791259999999
10,ENF-06_0010.png,8.6,0.00497361515071582,0.1317117942
11,ENF-06_0011.png,9.1,0.0520008858597141,0.263334624000001
12,ENF-06_0012.png,9.6,0.0474782924865629,0.0878523449999999
13,ENF-06_0013.png,10.1,0.0637577035369663,0.1317117942
14,ENF-06_0014.png,10.6,0.0728028902832776,0.2194751748
15,ENF-06_0015.png,11.1,0.0868189420475112,0.2194306926
16,ENF-06_0016.png,11.6,0.0863679202699519,0.336463360800001
17,ENF-06_0017.png,12.1,0.108073343315027,0.3072385554
18,ENF-06_0018.png,12.6,0.119377764148322,0.307194073200001
19,ENF-06_0019.png,13.1,0.120733579613791,0.2633791062
20,ENF-06_0020.png,13.6,0.131134581825572,0.2194306926
21,ENF-06_0021.png,14.1,0.146056802344113,0.3950464182
22,ENF-06_0022.png,14.6,0.142891399502822,0.409681062
23,ENF-06_0023.png,15.1,0.157813620021363,0.3950464182
24,ENF-06_0024.png,15.6,0.162336213394518,0.526669248
25,ENF-06_0025.png,16.1,0.166858806767673,0.409681062
26,ENF-06_0026.png,16.6,0.189918670211823,0.599842466999999
27,ENF-06_0027.png,17.1,0.190371067055775,0.4681306728
28,ENF-06_0028.png,17.6,0.203485075264894,0.424271223600001
29,ENF-06_0029.png,18.1,0.20665047810618,0.4097255442
30,ENF-06_0030.png,18.6,0.227449732396952,0.687561365400001
31,ENF-06_0031.png,19.1,0.231519928926151,0.5997979848
32,ENF-06_0032.png,19.6,0.236494919143261,0.746099940600001
33,ENF-06_0033.png,20.1,0.245086333979224,0.804594033600001
34,ENF-06_0034.png,20.6,0.256843151656472,0.8777672526
35,ENF-06_0035.png,21.1,0.262267788584744,0.8631326088
36,ENF-06_0036.png,21.6,0.270860578487103,1.1117881068
37,ENF-06_0037.png,22.1,0.285781423939246,1.1117881068
38,ENF-06_0038.png,22.6,0.28894682678054,1.3751227308
39,ENF-06_0039.png,23.1,0.303870422365474,1.7554010586
40,ENF-06_0040.png,23.6,0.307489597117112,1.9309278198
41,ENF-06_0041.png,24.1,0.314722446354812,2.545271484
42,ENF-06_0042.png,24.6,0.327384057719973,3.7886824206
43,ENF-06_0043.png,25.1,0.330549460561263,3.832586352
44,ENF-06_0044.png,25.6,0.338687103486871,5.2222547622
45,ENF-06_0045.png,26.1,0.344566887391888,6.2168767542
46,ENF-06_0046.png,26.6,0.362654510751721,8.6012116386
47,ENF-06_0047.png,27.1,0.372150719275588,9.6251918826
48,ENF-06_0048.png,27.6,0.382099324643415,11.4098177466
49,ENF-06_0049.png,28.1,0.386169521172615,13.1211814272
50,ENF-06_0050.png,28.6,0.393854767254272,14.9497112226
51,ENF-06_0051.png,29.1,0.4078721940849,17.2316480826
52,ENF-06_0052.png,29.6,0.411037596926189,18.2556283266
53,ENF-06_0053.png,30.1,0.418273196296681,20.0548443522
54,ENF-06_0054.png,30.6,0.427768029754159,21.3713395434
55,ENF-06_0055.png,31.1,0.446308049957944,25.847494365
56,ENF-06_0056.png,31.6,0.449022431021671,26.6958588834
57,ENF-06_0057.png,32.1,0.45535323670425,29.2264957236
58,ENF-06_0058.png,32.6,0.465300467005683,31.4207136852
59,ENF-06_0059.png,33.1,0.471180250910702,32.9126911554
60,ENF-06_0060.png,33.6,0.48384186227586,35.8821893808
61,ENF-06_0061.png,34.1,0.489718896048092,38.3688778074
62,ENF-06_0062.png,34.6,0.502379132346856,41.1628047894
63,ENF-06_0063.png,35.1,0.513684928246548,43.7519357226
64,ENF-06_0064.png,35.6,0.517755124775745,44.5564407918
65,ENF-06_0065.png,36.1,0.525894142767751,46.6775300166
66,ENF-06_0066.png,36.6,0.536293769913138,50.7586829022
67,ENF-06_0067.png,37.1,0.547598190746433,54.0646000062
68,ENF-06_0068.png,37.6,0.557095774336695,56.1124270476
69,ENF-06_0069.png,38.1,0.569303613791506,58.6138835646
70,ENF-06_0070.png,38.6,0.576991610005951,60.6617550882
71,ENF-06_0071.png,39.1,0.584678231154001,63.2801108268
72,ENF-06_0072.png,39.6,0.58965322137111,65.2109941644
73,ENF-06_0073.png,40.1,0.604123045045695,68.0780498832
74,ENF-06_0074.png,40.6,0.615426090812596,71.1206768454
75,ENF-06_0075.png,41.1,0.617686699965974,73.183227495
76,ENF-06_0076.png,41.6,0.626731886712285,75.8015387514
77,ENF-06_0077.png,42.1,0.634870904704295,78.4491637776
78,ENF-06_0078.png,42.6,0.648437309757362,81.5063809014
79,ENF-06_0079.png,43.1,0.653409549841683,83.1446603274
80,ENF-06_0080.png,43.6,0.664715345741373,86.2312357032
81,ENF-06_0081.png,44.1,0.672855738799772,89.5079280018
82,ENF-06_0082.png,44.6,0.682802969101202,91.3948629258
83,ENF-06_0083.png,45.1,0.685515975098539,94.042487952
84,ENF-06_0084.png,45.6,0.69501080855601,95.9733268074
85,ENF-06_0085.png,46.1,0.714003225603753,99.4694497986
86,ENF-06_0086.png,46.6,0.709480632230596,102.4388590596
87,ENF-06_0087.png,47.1,0.726212440124957,105.2474206854
88,ENF-06_0088.png,47.6,0.732994267585097,108.2168744286
89,ENF-06_0089.png,48.1,0.744300063484786,110.6451577266
90,ENF-06_0090.png,48.6,0.747465466326075,112.7515233432
91,ENF-06_0091.png,49.1,0.761033246445541,115.9111384914
92,ENF-06_0092.png,49.6,0.770526704836623,118.5588079998
93,ENF-06_0093.png,50.1,0.773239710833957,121.5136270992
94,ENF-06_0094.png,50.6,0.783640713045736,122.6984549784
95,ENF-06_0095.png,51.1,0.796302324410897,126.1067256246
96,ENF-06_0096.png,51.6,0.805797157868371,129.3541041534
97,ENF-06_0097.png,52.1,0.818458769233532,132.1626657792
98,ENF-06_0098.png,52.6,0.823432384384247,134.0057857362
99,ENF-06_0099.png,53.1,0.829764565133223,136.7704434306
100,ENF-06_0100.png,53.6,0.842877198275941,140.0616814086
101,ENF-06_0101.png,54.1,0.849660400802476,141.6561903498
102,ENF-06_0102.png,54.6,0.856894625106571,144.2452768008
103,ENF-06_0103.png,55.1,0.870008633315683,149.2187871006
104,ENF-06_0104.png,55.6,0.878146276241297,152.2467349368
105,ENF-06_0105.png,56.1,0.882668869614452,152.9342073378
106,ENF-06_0106.png,56.6,0.893973290447748,155.4794343396
107,ENF-06_0107.png,57.1,0.903018477194054,159.1656742536
108,ENF-06_0108.png,57.6,0.91884411633411,162.9689023536
109,ENF-06_0109.png,58.1,0.923819106551225,165.0607222908
110,ENF-06_0110.png,58.6,0.928341699924376,166.5234749556
111,ENF-06_0111.png,59.1,0.93964612075767,170.32679202
112,ENF-06_0112.png,59.6,0.950950541590965,172.7696209974
113,ENF-06_0113.png,60.1,0.956376553585637,174.7151389788
114,ENF-06_0114.png,60.6,0.965871387043114,178.2258076494
115,ENF-06_0115.png,61.1,0.97491382365663,182.3508199842
116,ENF-06_0116.png,61.6,0.985314825868411,184.0915419168
117,ENF-06_0117.png,62.1,0.99436001261472,186.30035004
118,ENF-06_0118.png,62.6,1.00023842145334,188.9040711348
119,ENF-06_0119.png,63.1,1.01470824512793,192.2977516194
120,ENF-06_0120.png,63.6,1.02149007258807,195.6183033672
121,ENF-06_0121.png,64.1,1.02646506280518,196.7300025096
122,ENF-06_0122.png,64.6,1.0355088744851,200.0944581888
123,ENF-06_0123.png,65.1,1.04681329531839,203.8391477136
124,ENF-06_0124.png,65.6,1.05766669437413,207.1889242668
125,ENF-06_0125.png,66.1,1.0671615278316,209.6902918194
126,ENF-06_0126.png,66.6,1.07665773635547,211.8990999426
127,ENF-06_0127.png,67.1,1.08344093888201,214.093273422
128,ENF-06_0128.png,67.6,1.08977174456458,217.340696433
129,ENF-06_0129.png,68.1,1.10062376855393,220.1930730258
130,ENF-06_0130.png,68.6,1.10469259001673,222.4896445296
131,ENF-06_0131.png,69.1,1.11644940769398,225.1958526132
132,ENF-06_0132.png,69.6,1.12278158844296,228.6041232594
133,ENF-06_0133.png,70.1,1.13317984052195,231.3833266332
134,ENF-06_0134.png,70.6,1.14720001748537,234.0749445552
135,ENF-06_0135.png,71.1,1.15262465441364,237.1175270352
136,ENF-06_0136.png,71.6,1.16573866262276,240.2186036082
137,ENF-06_0137.png,72.1,1.1734266588372,243.158832546
138,ENF-06_0138.png,72.6,1.18066225820769,245.5870268796
139,ENF-06_0139.png,73.1,1.18789648251179,249.068515227
140,ENF-06_0140.png,73.6,1.20100911565451,252.1110532248
141,ENF-06_0141.png,74.1,1.20191390934242,253.9687633434
142,ENF-06_0142.png,74.6,1.20914813364651,255.3731108796
143,ENF-06_0143.png,75.1,1.2236179573211,259.4103598338
144,ENF-06_0144.png,75.6,1.23899257468359,263.6231800314
145,ENF-06_0145.png,76.1,1.24487098352222,265.3931712516
146,ENF-06_0146.png,76.6,1.25572438257795,268.8453458292
147,ENF-06_0147.png,77.1,1.26250621003809,271.8587035038
148,ENF-06_0148.png,77.6,1.26838461887671,273.2922313632
149,ENF-06_0149.png,78.1,1.28149725201944,277.5782247798
150,ENF-06_0150.png,78.6,1.28873422645632,280.0795478502
151,ENF-06_0151.png,79.1,1.29551742898286,282.7272173586
152,ENF-06_0152.png,79.6,1.29777666306985,285.491875053
153,ENF-06_0153.png,80.1,1.31586566149606,288.1834040106
154,ENF-06_0154.png,80.6,1.32129029842434,291.006555798
155,ENF-06_0155.png,81.1,1.32852727286123,292.4547183012
156,ENF-06_0156.png,81.6,1.33937792178417,296.1994523082
157,ENF-06_0157.png,82.1,1.349326527152,299.0372832216
158,ENF-06_0158.png,82.6,1.35972615429738,302.0359617702
159,ENF-06_0159.png,83.1,1.36379635082658,304.1277817074
160,ENF-06_0160.png,83.6,1.3728401625065,306.746137446
161,ENF-06_0161.png,84.1,1.3809791804985,310.2568505988
162,ENF-06_0162.png,84.6,1.39409318870762,313.4895944838
163,ENF-06_0163.png,85.1,1.40720582185034,316.473727353
164,ENF-06_0164.png,85.6,1.41760544899572,320.1160188534
165,ENF-06_0165.png,86.1,1.42167564552492,321.9152793612
166,ENF-06_0166.png,86.6,1.43252904458065,325.133299638
167,ENF-06_0167.png,87.1,1.44383346541395,328.4246710626
168,ENF-06_0168.png,87.6,1.45016427109653,331.2624574938
169,ENF-06_0169.png,88.1,1.45242350518352,332.637446778
170,ENF-06_0170.png,88.6,1.46553888845903,336.265192599
171,ENF-06_0171.png,89.1,1.47729433106988,339.6734632452
172,ENF-06_0172.png,89.6,1.47865152160174,342.0871118994
173,ENF-06_0173.png,90.1,1.49402751403064,345.0418865166
174,ENF-06_0174.png,90.6,1.50578433170789,348.5379650256
